year,yr_surv,col_area,rs,nboffspring,sum_surv,yrlg_disp,death_type,massjun,massaug,nb_mass,uid,uid.year
2002,1,picnic_lower,NA,NA,NA,NA,NA,279.7835606,1271.932317,3,329,329 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1281.250717,3035.026621,8,329,329 _ 2003
2004,1,picnic_lower,wean,2,NA,NA,NA,2186.21489,3272.704775,7,329,329 _ 2004
2005,1,picnic,wean,2,NA,NA,NA,2340.308571,3087.553344,8,329,329 _ 2005
2006,1,picnic_lower,wean,2,NA,NA,NA,2702.632004,3123.046094,13,329,329 _ 2006
2007,0,picnic_lower,wean,1,NA,NA,NA,2780.700761,3090.785621,8,329,329 _ 2007
2002,1,stonefield,NA,NA,NA,NA,NA,455.2602116,1388.156141,5,683,683 _ 2002
2003,0,stonefield,no,NA,NA,NA,NA,1202.722884,3070.070735,2,683,683 _ 2003
2002,1,bench,NA,NA,NA,NA,NA,395.2532167,1974.516211,4,1900,1900 _ 2002
2003,0,bench,no,NA,NA,1,NA,1567.917396,5330.333551,5,1900,1900 _ 2003
2002,1,picnic_lower,no,NA,NA,NA,NA,1431.032206,3159.714495,3,926,926 _ 2002
2003,0,northpk,wean,1,NA,NA,NA,2051.713485,3012.697531,4,926,926 _ 2003
2002,1,cliff,NA,NA,NA,NA,NA,637.88275,1667.800637,2,1456,1456 _ 2002
2003,0,cliff,no,NA,NA,NA,NA,1534.701073,3618.362454,5,1456,1456 _ 2003
2002,0,picnic_lower,no,NA,NA,NA,NA,1436.533185,2934.142242,1,276,276 _ 2002
2002,1,picnic_lower,NA,NA,NA,NA,NA,263.4026688,1197.439418,8,139,139 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1099.272558,3218.739364,19,139,139 _ 2003
2004,1,picnic_lower,no,NA,NA,NA,NA,2099.974647,3827.304424,9,139,139 _ 2004
2005,1,picnic,wean,3,NA,NA,NA,2385.253231,3487.484432,10,139,139 _ 2005
2006,1,picnic_lower,preg,NA,NA,NA,NA,2899.895737,3851.368561,6,139,139 _ 2006
2007,1,picnic,lac,NA,NA,NA,NA,2955.879898,3896.32382,11,139,139 _ 2007
2008,1,picnic_upper,no,NA,NA,NA,NA,2717.772238,4271.823145,3,139,139 _ 2008
2009,1,picnic_middle,wean,3,NA,NA,NA,2794.746567,3294.011188,8,139,139 _ 2009
2010,0,picnic_lower,wean,3,NA,NA,NA,2949.306514,3911.220865,3,139,139 _ 2010
2002,0,bench,NA,NA,NA,NA,NA,2377.584485,4389.545324,1,1153,1153 _ 2002
2002,0,river,no,NA,NA,NA,NA,1961.295756,3314.468226,3,1044,1044 _ 2002
2002,1,picnic_lower,no,NA,NA,NA,NA,380.8741145,1469.644126,8,1151,1151 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1364.059587,3453.452951,8,1151,1151 _ 2003
2004,1,picnic_lower,no,NA,NA,NA,NA,2687.311675,4225.169418,4,1151,1151 _ 2004
2005,0,picnic,wean,6,NA,NA,NA,2680.507477,3791.541281,2,1151,1151 _ 2005
2002,1,bench,no,NA,NA,NA,NA,2575.595281,4564.338033,1,217,217 _ 2002
2003,0,bench,NA,NA,NA,NA,NA,NA,NA,NA,217,217 _ 2003
2002,1,picnic_lower,no,NA,NA,NA,NA,1426.404598,2971.684644,2,1849,1849 _ 2002
2003,1,stonefield,no,NA,NA,NA,NA,2527.417229,4001.400978,7,1849,1849 _ 2003
2004,0,stonefield,sire,10,NA,NA,NA,3402.065793,4551.051325,1,1849,1849 _ 2004
2002,1,bench,no,NA,NA,NA,NA,2368.17241,3543.165895,1,88,88 _ 2002
2003,1,gothictown,preg,NA,NA,NA,NA,2687.783813,3898.061001,3,88,88 _ 2003
2004,1,gothictown,wean,6,NA,NA,NA,3187.091241,3937.66634,2,88,88 _ 2004
2005,1,gothictown,wean,5,NA,NA,NA,3017.070242,4101.369063,1,88,88 _ 2005
2006,1,gothictown,wean,2,NA,NA,NA,3387.204779,4120.460822,2,88,88 _ 2006
2007,1,gothictown,wean,4,NA,NA,NA,3412.064836,4484.211257,1,88,88 _ 2007
2009,0,gothictown,wean,2,NA,NA,NA,3226.242565,4173.503429,1,88,88 _ 2009
2002,0,mm,no,NA,NA,NA,NA,1370.486739,2979.767266,3,1848,1848 _ 2002
2002,1,river,no,NA,NA,NA,NA,2495.246003,4470.647695,4,128,128 _ 2002
2003,0,river,NA,NA,NA,NA,NA,NA,NA,NA,128,128 _ 2003
2002,1,river,no,NA,NA,NA,NA,1989.082949,3340.551932,2,1004,1004 _ 2002
2003,1,river,preg,NA,NA,NA,NA,2474.019359,4058.744648,4,1004,1004 _ 2003
2004,1,river_rivermound,preg,NA,NA,NA,NA,NA,NA,NA,1004,1004 _ 2004
2005,0,river,NA,NA,NA,NA,NA,NA,NA,NA,1004,1004 _ 2005
2002,1,river,no,NA,NA,NA,NA,1933.2798,3277.519217,8,1472,1472 _ 2002
2003,1,river,lac,NA,NA,NA,NA,2429.165082,2827.586922,5,1472,1472 _ 2003
2004,1,river,wean,3,NA,NA,NA,2711.474879,3446.312547,10,1472,1472 _ 2004
2005,1,river,lac,NA,NA,NA,NA,2706.194948,3620.586994,3,1472,1472 _ 2005
2006,0,river,no,NA,NA,NA,NA,2897.644576,3615.894635,1,1472,1472 _ 2006
2002,1,river,no,NA,NA,NA,NA,2479.308681,4335.39004,4,466,466 _ 2002
2003,0,river,NA,NA,NA,NA,NA,NA,NA,NA,466,466 _ 2003
2002,0,river,no,NA,NA,NA,NA,2432.551804,4741.286849,5,1431,1431 _ 2002
2002,1,bench,NA,NA,NA,NA,NA,357.7587952,1750.695561,2,18,18 _ 2002
2003,1,bench,no,NA,NA,1,NA,1695.745691,3319.456341,5,18,18 _ 2003
2004,1,river_rivermound,lac,NA,NA,NA,NA,2452.003422,3241.658148,1,18,18 _ 2004
2005,0,river,wean,3,NA,NA,NA,2449.34738,2896.482604,2,18,18 _ 2005
2002,0,cliff,NA,NA,NA,NA,NA,564.0998563,1437.081709,2,461,461 _ 2002
2002,1,picnic_lower,NA,NA,NA,NA,NA,284.5920389,1315.922168,6,1497,1497 _ 2002
2003,0,picnic_lower,no,NA,NA,0,NA,1267.218687,4044.636975,8,1497,1497 _ 2003
2002,1,river,NA,NA,NA,NA,NA,581.0688686,2114.208853,6,531,531 _ 2002
2003,0,river,no,NA,NA,0,NA,1919.11935,4282.5288,6,531,531 _ 2003
2002,0,northpk,no,NA,NA,NA,NA,2889.31297,4188.647246,1,1182,1182 _ 2002
2002,1,river,NA,NA,NA,NA,NA,615.0861251,2112.748676,3,1324,1324 _ 2002
2003,1,river,no,NA,NA,0,NA,1901.119297,3482.639045,7,1324,1324 _ 2003
2004,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,1324,1324 _ 2004
2002,1,bench,NA,NA,NA,NA,NA,393.8001288,1786.300229,3,1710,1710 _ 2002
2003,0,bench,no,NA,NA,1,NA,1764.222185,3406.474545,1,1710,1710 _ 2003
2002,1,bench,NA,NA,NA,NA,NA,384.9783664,1900.778317,5,1692,1692 _ 2002
2003,1,bench,no,NA,NA,1,NA,1881.873773,4049.120108,4,1692,1692 _ 2003
2004,0,gothictown,no,NA,NA,NA,NA,2864.751966,4747.285112,2,1692,1692 _ 2004
2002,1,bench,NA,NA,NA,NA,NA,423.5965176,2010.818184,5,140,140 _ 2002
2003,0,bench,no,NA,NA,1,NA,2529.947534,5027.092196,4,140,140 _ 2003
2002,1,picnic_lower,NA,NA,NA,NA,NA,239.7935326,1112.250027,4,1843,1843 _ 2002
2003,0,picnic_lower,no,NA,NA,0,NA,1166.638706,3290.109467,16,1843,1843 _ 2003
2002,1,river,lac,NA,NA,NA,NA,3069.125468,4160.586664,7,405,405 _ 2002
2003,0,river,NA,NA,NA,NA,NA,NA,NA,NA,405,405 _ 2003
2002,1,river,NA,NA,NA,NA,NA,408.042244,1736.949518,8,517,517 _ 2002
2003,1,river,no,NA,NA,1,NA,1518.545456,3118.291468,15,517,517 _ 2003
2004,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,517,517 _ 2004
2002,1,gothictown,NA,NA,NA,NA,NA,534.7664633,1908.796011,5,882,882 _ 2002
2003,1,gothictown,no,NA,NA,0,NA,1993.367018,3637.958161,8,882,882 _ 2003
2004,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,882,882 _ 2004
2002,1,river,NA,NA,NA,NA,NA,417.9120403,1966.016621,6,65,65 _ 2002
2003,0,river,no,NA,NA,1,NA,1801.993548,3961.550014,10,65,65 _ 2003
2002,1,river,NA,NA,NA,NA,NA,683.544012,2471.77612,9,1961,1961 _ 2002
2003,1,river,no,NA,NA,1,NA,1899.798734,4260.022152,4,1961,1961 _ 2003
2004,0,river_southmound,NA,NA,NA,NA,NA,NA,NA,NA,1961,1961 _ 2004
2002,1,picnic_lower,NA,NA,NA,NA,NA,518.2443573,1452.950262,7,238,238 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1270.095299,3507.978561,15,238,238 _ 2003
2004,1,picnic_lower,no,NA,NA,NA,NA,2492.281888,4055.111749,7,238,238 _ 2004
2005,1,picnic_lower,wean,3,NA,NA,NA,2521.566871,3755.513893,6,238,238 _ 2005
2006,1,picnic_lower,wean,5,NA,NA,NA,3049.538885,3616.593991,2,238,238 _ 2006
2007,1,picnic_lower,wean,3,NA,NA,NA,3022.603458,4194.933347,3,238,238 _ 2007
2008,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,238,238 _ 2008
2002,1,gothictown,NA,NA,NA,NA,NA,388.6962193,1539.700574,3,366,366 _ 2002
2003,1,gothictown,no,NA,NA,0,NA,1923.170455,3833.255704,12,366,366 _ 2003
2004,0,gothictown,NA,NA,NA,NA,NA,NA,NA,NA,366,366 _ 2004
2002,1,boulder,NA,NA,NA,NA,NA,325.8007167,1489.844654,4,1123,1123 _ 2002
2003,0,boulder,no,NA,NA,NA,NA,1051.373078,3359.260503,12,1123,1123 _ 2003
2002,1,boulder,NA,NA,NA,NA,NA,270.5610686,1314.752086,1,278,278 _ 2002
2003,0,boulder,NA,NA,NA,NA,NA,NA,NA,NA,278,278 _ 2003
2002,1,gothictown,NA,NA,NA,NA,NA,384.1217449,1539.582951,3,433,433 _ 2002
2003,0,bench,NA,NA,NA,1,NA,NA,NA,NA,433,433 _ 2003
2002,0,picnic_middle,NA,NA,NA,NA,NA,372.2228227,1332.866258,5,1418,1418 _ 2002
2002,0,picnic_middle,NA,NA,NA,NA,NA,363.5321614,1392.769012,5,1120,1120 _ 2002
2002,1,picnic_lower,NA,NA,NA,NA,NA,390.3344006,1462.02035,10,631,631 _ 2002
2003,0,picnic_lower,no,NA,NA,0,NA,1345.235078,3545.023076,11,631,631 _ 2003
2002,0,picnic_middle,NA,NA,NA,NA,NA,350.371348,1357.584057,7,1075,1075 _ 2002
2002,1,boulder,NA,NA,NA,NA,NA,299.9964255,1303.36215,5,596,596 _ 2002
2003,1,boulder,no,NA,NA,0,NA,1315.888021,3280.997294,9,596,596 _ 2003
2004,1,boulder,wean,4,NA,NA,NA,2699.582577,3234.922075,5,596,596 _ 2004
2005,0,boulder,preg,NA,NA,NA,NA,2667.656861,3974.949446,1,596,596 _ 2005
2002,1,picnic_middle,NA,NA,NA,NA,NA,546.7674581,1818.54665,2,1876,1876 _ 2002
2003,0,picnic_upper,no,NA,NA,1,NA,1310.380365,3361.377107,5,1876,1876 _ 2003
2002,1,stonefield,NA,NA,NA,NA,NA,469.329735,1431.787403,4,369,369 _ 2002
2003,0,stonefield,no,NA,NA,NA,NA,1613.832506,3572.959146,3,369,369 _ 2003
2002,0,gothictown,NA,NA,NA,NA,NA,363.9997692,1651.170829,1,970,970 _ 2002
2002,1,picnic_lower,NA,NA,NA,NA,NA,351.218964,1384.438357,7,233,233 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1204.320818,3181.009453,21,233,233 _ 2003
2004,1,picnic_lower,wean,3,NA,NA,NA,2317.042674,3117.648351,11,233,233 _ 2004
2005,1,picnic_lower,no,NA,NA,NA,NA,2508.761021,3926.33263,5,233,233 _ 2005
2006,1,picnic_lower,wean,7,NA,NA,NA,2960.468356,3559.427524,6,233,233 _ 2006
2007,1,picnic_lower,wean,6,NA,NA,NA,3016.515529,3952.448414,7,233,233 _ 2007
2008,0,picnic_lower,preg,NA,NA,NA,NA,2737.992992,4488.75529,4,233,233 _ 2008
2002,0,boulder,NA,NA,NA,NA,NA,280.2129447,1317.220873,3,508,508 _ 2002
2002,1,picnic_lower,NA,NA,NA,NA,NA,346.167834,1448.487185,4,1243,1243 _ 2002
2003,1,picnic_lower,no,NA,NA,0,NA,1386.750828,3393.702796,9,1243,1243 _ 2003
2004,0,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,1243,1243 _ 2004
2002,1,picnic_middle,NA,NA,NA,NA,NA,378.027412,1468.605112,4,579,579 _ 2002
2003,0,picnic_lower,no,NA,NA,1,NA,1189.424162,3018.040015,1,579,579 _ 2003
2002,0,gothictown,NA,NA,NA,NA,NA,512.2139596,2064.897798,4,95,95 _ 2002
2002,1,bench,NA,NA,NA,NA,NA,441.1394163,1914.109729,4,35,35 _ 2002
2003,1,bench,no,NA,NA,0,NA,2089.512429,3517.229882,5,35,35 _ 2003
2004,0,horsemound,wean,6,NA,NA,NA,2590.077709,3648.913902,3,35,35 _ 2004
2002,1,river,NA,NA,NA,NA,NA,557.6359451,1957.480441,6,1152,1152 _ 2002
2003,1,river,no,NA,NA,1,NA,1844.450973,3497.724361,4,1152,1152 _ 2003
2004,1,river,wean,8,NA,NA,NA,2657.722776,2697.588706,4,1152,1152 _ 2004
2005,1,river,preg,NA,NA,NA,NA,2823.960806,4023.291615,2,1152,1152 _ 2005
2006,1,river,wean,6,NA,NA,NA,3284.86731,3730.753141,2,1152,1152 _ 2006
2007,1,river,wean,6,NA,NA,NA,3241.618966,3881.831558,2,1152,1152 _ 2007
2008,0,river_rivermound,NA,NA,NA,NA,NA,NA,NA,NA,1152,1152 _ 2008
2002,1,gothictown,NA,NA,NA,NA,NA,542.9809553,2125.223129,4,1666,1666 _ 2002
2003,0,gothictown,NA,NA,NA,1,NA,NA,NA,NA,1666,1666 _ 2003
2002,1,river,NA,NA,NA,NA,NA,388.4921465,1618.377652,6,822,822 _ 2002
2003,0,river,NA,NA,NA,1,NA,NA,NA,NA,822,822 _ 2003
2002,0,river,NA,NA,NA,NA,NA,604.839264,1985.325844,4,117,117 _ 2002
2002,1,river,NA,NA,NA,NA,NA,367.02347,1644.438319,7,1139,1139 _ 2002
2003,0,river,no,NA,NA,1,NA,1524.446194,3755.495836,9,1139,1139 _ 2003
2002,0,boulder,NA,NA,NA,NA,NA,239.3644143,1104.943568,5,451,451 _ 2002
2002,1,river,NA,NA,NA,NA,NA,691.3437913,2075.496489,7,1311,1311 _ 2002
2003,0,river,NA,NA,NA,0,NA,NA,NA,NA,1311,1311 _ 2003
2002,1,cliff,NA,NA,NA,NA,NA,593.8145844,1493.184295,1,322,322 _ 2002
2004,0,cliff,wean,2,NA,NA,NA,2069.514987,2998.605024,1,322,322 _ 2004
2002,1,river,NA,NA,NA,NA,NA,640.8324414,2155.917791,5,438,438 _ 2002
2003,1,river,no,NA,NA,1,NA,1961.057845,4454.5524,2,438,438 _ 2003
2004,0,river_sprucemound,NA,NA,NA,NA,NA,NA,NA,NA,438,438 _ 2004
2002,1,picnic_lower,NA,NA,NA,NA,NA,366.5945392,1482.851501,7,1281,1281 _ 2002
2003,0,picnic_lower,no,NA,NA,1,NA,1533.870885,4331.828612,11,1281,1281 _ 2003
2002,1,picnic_lower,wean,2,NA,NA,NA,2491.123557,3037.488394,11,519,519 _ 2002
2003,1,picnic_lower,preg,NA,NA,NA,NA,2316.80257,3714.866338,8,519,519 _ 2003
2004,1,picnic_lower,preg,NA,NA,NA,NA,2713.113357,3747.038113,3,519,519 _ 2004
2005,1,picnic,lac,NA,NA,NA,NA,2567.80638,3356.176666,9,519,519 _ 2005
2006,1,picnic_lower,preg,NA,NA,NA,NA,2826.764208,3715.398995,2,519,519 _ 2006
2007,0,picnic_lower,wean,1,NA,NA,NA,2852.142868,3582.118567,3,519,519 _ 2007
2002,1,picnic_upper,lac,NA,NA,NA,NA,2639.984434,3343.374725,2,657,657 _ 2002
2003,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,657,657 _ 2003
2003,1,gothictown,no,NA,NA,NA,NA,303.4980379,1480.262871,2,1817,1817 _ 2003
2004,0,gothictown,no,NA,NA,1,NA,2190.887799,4775.280975,4,1817,1817 _ 2004
2003,1,river,no,NA,NA,NA,NA,796.3993232,1719.742179,6,1991,1991 _ 2003
2004,1,river,no,NA,NA,0,NA,2204.256917,3278.530265,6,1991,1991 _ 2004
2005,0,river,wean,4,NA,NA,NA,2842.104911,3631.211327,1,1991,1991 _ 2005
2003,1,river,no,NA,NA,NA,NA,673.239231,1582.340228,6,164,164 _ 2003
2004,1,river,no,NA,NA,0,NA,1977.510305,3207.326611,3,164,164 _ 2004
2005,1,river,wean,4,NA,NA,NA,2625.839537,3129.101111,2,164,164 _ 2005
2006,1,river,wean,3,NA,NA,NA,NA,NA,NA,164,164 _ 2006
2007,1,river,lac,NA,NA,NA,NA,2922.336898,3843.810502,1,164,164 _ 2007
2008,1,river,preg,NA,NA,NA,NA,2575.969219,3694.520329,1,164,164 _ 2008
2009,0,river,wean,3,NA,NA,NA,2867.946995,3802.356575,1,164,164 _ 2009
2003,1,bench,no,NA,NA,NA,NA,402.3742452,1665.242479,7,437,437 _ 2003
2004,1,bench,no,NA,NA,1,NA,1975.717151,3111.155943,1,437,437 _ 2004
2005,0,bench,NA,NA,NA,NA,NA,NA,NA,NA,437,437 _ 2005
2003,1,gothictown,no,NA,NA,NA,NA,420.6072821,1823.864047,6,319,319 _ 2003
2004,0,gothictown,no,NA,NA,1,NA,2329.12592,4602.225724,4,319,319 _ 2004
2003,1,gothictown,no,NA,NA,NA,NA,364.4097425,1434.883115,4,1905,1905 _ 2003
2004,1,gothictown,no,NA,NA,0,NA,1826.036215,2943.890163,7,1905,1905 _ 2004
2005,1,gothictown,wean,6,NA,NA,NA,2443.272033,3005.501037,12,1905,1905 _ 2005
2006,0,gothictown,wean,7,NA,NA,NA,2636.562845,3196.62059,7,1905,1905 _ 2006
2003,1,bench,no,NA,NA,NA,NA,447.1045461,1771.098713,4,884,884 _ 2003
2004,1,bench,no,NA,NA,0,NA,2300.258242,3541.047683,8,884,884 _ 2004
2005,1,bench,preg,NA,NA,NA,NA,2668.362781,3913.118472,3,884,884 _ 2005
2006,1,bench,wean,6,NA,NA,NA,3048.348506,3710.29552,2,884,884 _ 2006
2007,1,bench,wean,5,NA,NA,NA,3197.254944,4186.261514,2,884,884 _ 2007
2008,1,bench,wean,4,NA,NA,NA,2859.458118,3398.876036,1,884,884 _ 2008
2009,1,bench,wean,8,NA,NA,NA,3088.261718,4203.366575,1,884,884 _ 2009
2010,0,bench,wean,6,NA,NA,NA,3244.258264,4324.180522,1,884,884 _ 2010
2004,1,picnic,lac,NA,NA,NA,NA,1676.309849,2316.859165,2,412,412 _ 2004
2005,0,picnic,NA,NA,NA,NA,NA,NA,NA,NA,412,412 _ 2005
2003,1,river,no,NA,NA,NA,NA,712.7939398,1845.066032,4,216,216 _ 2003
2004,0,river,no,NA,NA,1,NA,2057.256313,3263.324322,1,216,216 _ 2004
2007,1,boulder,no,NA,NA,NA,NA,470.1403523,1289.219701,7,317,317 _ 2007
2008,1,boulder,no,NA,NA,0,NA,889.2827912,2655.872986,9,317,317 _ 2008
2009,1,boulder,no,NA,NA,NA,NA,2039.742436,3323.15475,2,317,317 _ 2009
2010,1,boulder,wean,2,NA,NA,NA,2403.427541,3152.162407,3,317,317 _ 2010
2011,0,boulder,no,NA,NA,NA,NA,2237.589036,3308.846677,1,317,317 _ 2011
2003,1,mm,no,NA,NA,NA,NA,354.3285398,767.4677442,2,604,604 _ 2003
2004,1,mm,no,NA,NA,0,NA,1370.460642,2829.76941,11,604,604 _ 2004
2005,0,mm,no,NA,NA,NA,NA,2016.008092,4165.502119,7,604,604 _ 2005
2003,1,picnic_upper,no,NA,NA,1,NA,1025.665081,3050.333977,9,23,23 _ 2003
2004,1,picnic_middle,wean,4,NA,NA,NA,1839.964374,2586.762944,6,23,23 _ 2004
2005,1,picnic_middle,wean,1,NA,NA,NA,1973.812475,2707.946802,6,23,23 _ 2005
2006,1,picnic,wean,2,NA,NA,NA,2229.893196,2622.857706,7,23,23 _ 2006
2007,1,picnic_lower,NA,NA,NA,NA,NA,NA,NA,NA,23,23 _ 2007
2008,0,picnic_middle,wean,3,NA,NA,NA,2084.013093,2846.209435,3,23,23 _ 2008
2003,1,gothictown,no,NA,NA,NA,NA,347.6209036,1583.962111,3,1094,1094 _ 2003
2004,0,gothictown,NA,NA,NA,1,NA,NA,NA,NA,1094,1094 _ 2004
2003,0,river,no,NA,NA,NA,NA,736.0646146,1833.928299,5,1854,1854 _ 2003
2003,1,gothictown,no,NA,NA,NA,NA,405.6250185,1773.182815,4,1913,1913 _ 2003
2004,0,gothictown,no,NA,NA,1,NA,2512.957038,4660.228597,6,1913,1913 _ 2004
2003,1,mm,no,NA,NA,NA,NA,475.3992497,1822.218509,6,724,724 _ 2003
2004,1,mm,no,NA,NA,0,NA,2391.407022,4430.047893,6,724,724 _ 2004
2005,1,mm,scro,NA,NA,NA,NA,3432.156046,5141.830828,8,724,724 _ 2005
2006,1,mm,sire,24,NA,NA,NA,4262.049134,5507.668149,1,724,724 _ 2006
2007,1,mm,sire,14,NA,NA,NA,4215.071055,5816.173473,2,724,724 _ 2007
2008,1,mm,sire,14,NA,NA,NA,3750.328804,6170.042398,3,724,724 _ 2008
2009,0,mm,sire,7,NA,NA,NA,4387.14299,6119.925335,3,724,724 _ 2009
2003,0,picnic_lower,no,NA,NA,NA,NA,2257.766671,3839.486689,1,1621,1621 _ 2003
2003,1,river,no,NA,NA,NA,NA,641.8173845,1533.111472,2,1723,1723 _ 2003
2004,0,river_sprucemound,NA,NA,NA,1,NA,NA,NA,NA,1723,1723 _ 2004
2003,1,picnic_lower,no,NA,NA,NA,NA,446.3228867,1325.326046,1,1344,1344 _ 2003
2004,0,picnic_lower,no,NA,NA,1,NA,1546.674304,3277.195314,4,1344,1344 _ 2004
2003,1,gothictown,no,NA,NA,NA,NA,341.936549,1462.190252,3,1904,1904 _ 2003
2004,1,gothictown,no,NA,NA,1,NA,1916.535441,3112.80342,6,1904,1904 _ 2004
2005,1,gothictown,no,NA,NA,NA,NA,2786.237318,4109.454224,6,1904,1904 _ 2005
2006,1,gothictown,wean,4,NA,NA,NA,3377.780352,4107.7725,5,1904,1904 _ 2006
2007,1,gothictown,wean,5,NA,NA,NA,3386.38419,4410.72927,2,1904,1904 _ 2007
2008,1,gothictown,wean,7,NA,NA,NA,3085.449818,4449.516498,1,1904,1904 _ 2008
2009,1,gothictown,wean,8,NA,NA,NA,3249.020729,4452.929917,2,1904,1904 _ 2009
2010,1,gothictown,wean,5,NA,NA,NA,3512.826411,4411.88572,2,1904,1904 _ 2010
2011,1,gothictown,no,NA,NA,NA,NA,3030.33498,4651.175905,1,1904,1904 _ 2011
2012,0,gothictown,wean,7,NA,NA,NA,3746.213521,4246.177836,1,1904,1904 _ 2012
2004,0,gothictown,no,NA,NA,NA,NA,389.4431134,2033.18718,11,846,846 _ 2004
2003,1,mm,no,NA,NA,NA,NA,264.8524658,961.041795,1,9,9 _ 2003
2004,0,mm,no,NA,NA,1,NA,1586.976002,3596.134411,3,9,9 _ 2004
2003,1,river,no,NA,NA,NA,NA,363.0958901,1763.316468,4,349,349 _ 2003
2004,1,river,no,NA,NA,0,NA,2317.582919,3993.428109,13,349,349 _ 2004
2005,1,river,no,NA,NA,NA,NA,3016.290662,4070.22361,11,349,349 _ 2005
2006,0,river,sire,3,NA,NA,NA,NA,NA,NA,349,349 _ 2006
2003,1,bench,no,NA,NA,NA,NA,441.5205904,1676.605044,5,1972,1972 _ 2003
2004,0,bench,no,NA,NA,1,NA,2376.942915,4623.237681,4,1972,1972 _ 2004
2004,1,river_southmound,no,NA,NA,NA,NA,401.1233569,1701.691564,6,1966,1966 _ 2004
2005,0,river,NA,NA,NA,0,NA,NA,NA,NA,1966,1966 _ 2005
2003,1,river,no,NA,NA,NA,NA,669.2570651,1821.564688,5,790,790 _ 2003
2004,0,river,no,NA,NA,0,NA,NA,NA,NA,790,790 _ 2004
2003,0,stonefield,no,NA,NA,NA,NA,2341.859976,3725.897173,1,539,539 _ 2003
2003,0,stonefield,no,NA,NA,NA,NA,595.7385727,1173.528697,3,1225,1225 _ 2003
2003,1,river,no,NA,NA,NA,NA,734.4094203,1778.85317,12,999,999 _ 2003
2004,0,river,no,NA,NA,0,NA,2249.116441,3408.262813,12,999,999 _ 2004
2003,1,mm,no,NA,NA,NA,NA,391.9712266,1540.953273,3,1534,1534 _ 2003
2004,1,mm,no,NA,NA,0,NA,2034.233232,4424.210028,10,1534,1534 _ 2004
2005,0,mm,scro,NA,NA,NA,NA,3022.413301,4565.243026,4,1534,1534 _ 2005
2004,1,stonefield,no,NA,NA,NA,NA,491.2917655,1798.814376,5,1358,1358 _ 2004
2005,1,stonefield,no,NA,NA,0,NA,1177.028553,2919.351564,1,1358,1358 _ 2005
2006,0,stonefield,wean,5,NA,NA,NA,2044.380021,2813.84932,2,1358,1358 _ 2006
2004,0,northpk,no,NA,NA,NA,NA,1966.155548,3722.362085,1,1489,1489 _ 2004
2004,1,horsemound,no,NA,NA,NA,NA,720.0505926,1987.731169,3,1059,1059 _ 2004
2005,0,horsemound,NA,NA,NA,NA,NA,NA,NA,NA,1059,1059 _ 2005
2004,0,river_rivermound,no,NA,NA,NA,NA,493.4393657,1660.233505,6,1421,1421 _ 2004
2003,1,mm,no,NA,NA,NA,NA,445.2947384,989.9734993,2,682,682 _ 2003
2004,0,mm,no,NA,NA,1,NA,1902.499718,3647.124507,5,682,682 _ 2004
2003,1,picnic_lower,no,NA,NA,NA,NA,597.5695914,1091.733176,4,1998,1998 _ 2003
2004,0,picnic_lower,no,NA,NA,0,NA,1521.773079,3172.872904,5,1998,1998 _ 2004
2003,1,picnic_lower,no,NA,NA,NA,NA,585.6176528,1080.057992,2,395,395 _ 2003
2004,1,picnic_lower,no,NA,NA,0,NA,1690.604204,3834.255224,10,395,395 _ 2004
2005,1,boulder,no,NA,NA,NA,NA,2623.88126,4113.745745,3,395,395 _ 2005
2006,1,boulder,sire,11,NA,NA,NA,3274.980226,4809.700984,5,395,395 _ 2006
2007,1,boulder,sire,9,NA,NA,NA,3155.966105,4976.760191,2,395,395 _ 2007
2008,0,northpk,sire,2,NA,NA,NA,2878.879076,5247.000061,1,395,395 _ 2008
2003,1,picnic_lower,no,NA,NA,NA,NA,563.9927984,1002.497351,4,158,158 _ 2003
2004,0,picnic_lower,no,NA,NA,0,NA,1436.544035,3051.178023,1,158,158 _ 2004
2003,1,mm,no,NA,NA,NA,NA,441.7197175,912.4847187,2,1398,1398 _ 2003
2004,1,mm,no,NA,NA,0,NA,1681.548716,3581.623152,14,1398,1398 _ 2004
2005,1,mm,wean,4,NA,NA,NA,2453.771267,3309.400316,7,1398,1398 _ 2005
2006,1,mm,wean,4,NA,NA,NA,2885.934683,3779.360494,6,1398,1398 _ 2006
2007,0,mm,NA,NA,NA,NA,NA,NA,NA,NA,1398,1398 _ 2007
2004,1,horsemound,no,NA,NA,NA,NA,647.65968,1998.818479,1,1729,1729 _ 2004
2005,1,horsemound,no,NA,NA,0,NA,1764.069057,3434.178164,3,1729,1729 _ 2005
2006,1,horsemound,wean,6,NA,NA,NA,2744.086695,3669.987179,2,1729,1729 _ 2006
